step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,obs_clear
111.000000,5.550000,14.380900,13.181544,-0.194000,9.544994,2.213674,0.194876,13.200000,0.000000,0.075311,-0.018387,0.000000,0.000000,0.000000,0.000000,0.222671
112.000000,5.600000,14.502800,13.290696,-0.175646,9.863998,2.212755,0.175892,13.300000,0.000000,0.067538,0.099868,0.000000,0.000000,0.000000,0.000000,0.191397
113.000000,5.650000,14.316900,13.399698,-0.156693,10.149853,2.217749,0.156693,13.400000,0.000000,0.077857,0.332946,0.000000,0.000000,0.000000,0.000000,0.167250
114.000000,5.700000,14.266500,13.508850,-0.137152,10.480293,2.234396,0.137437,13.500000,0.000000,0.035265,0.149471,0.000000,0.000000,0.000000,0.000000,0.153007
115.000000,5.750000,14.432800,13.618706,-0.116830,10.630845,2.241869,0.118318,13.600000,0.000000,0.017192,0.343138,0.000000,0.000000,0.000000,0.000000,0.140890
116.000000,5.800000,14.073900,13.728876,-0.096151,10.704460,2.259026,0.100394,13.700000,0.000000,0.012214,0.159358,0.000000,0.000000,0.000000,0.000000,0.134021
117.000000,5.850000,14.584800,13.839861,-0.075171,10.757161,2.266994,0.085086,13.800000,0.000000,0.008178,0.131562,0.000000,0.000000,0.000000,0.000000,0.134333
118.000000,5.900000,14.283900,13.951219,-0.054015,10.792569,2.273572,0.072782,14.000000,0.000000,-0.011792,0.114980,0.000000,0.000000,0.000000,0.000000,0.141992
119.000000,5.950000,13.437300,14.062887,-0.032728,10.741362,2.279321,0.049482,14.100000,0.000000,-0.027363,0.223535,0.000000,0.000000,0.000000,0.000000,0.154003
120.000000,6.000000,14.619000,14.174856,-0.011488,10.622215,2.290498,0.027644,14.200000,0.000000,-0.009816,0.072558,0.000000,0.000000,0.000000,0.000000,0.170669
121.000000,6.050000,14.540700,14.287419,0.009623,10.579271,2.294126,0.015840,14.300000,0.000000,-0.006438,0.181900,0.000000,0.000000,0.000000,0.000000,0.197759
122.000000,6.100000,14.315700,14.400175,0.030683,10.551061,2.303221,0.030683,14.400000,0.000000,-0.014540,0.074868,0.000000,0.000000,0.000000,0.000000,0.232530
123.000000,6.150000,14.492600,14.513389,0.051770,10.487097,2.306964,0.053473,14.500000,0.000000,-0.028075,0.052028,0.000000,0.000000,0.000000,0.000000,0.272595
124.000000,6.200000,14.187300,14.626810,0.072765,10.363366,2.309566,0.077547,14.600000,0.000000,-0.026581,0.193768,0.000000,0.000000,0.000000,0.000000,0.316377
125.000000,6.250000,14.263300,14.740405,0.093538,10.246093,2.319254,0.101892,14.700000,0.000000,-0.035948,0.057327,0.000000,0.000000,0.000000,0.000000,0.366152
126.000000,6.300000,14.502200,14.854518,0.114165,10.086792,2.322120,0.122891,14.900000,0.000000,-0.034770,0.044642,0.000000,0.000000,0.000000,0.000000,0.419662
127.000000,6.350000,13.932200,14.968830,0.134500,9.932526,2.324353,0.138065,15.000000,0.000000,-0.042636,0.195631,0.000000,0.000000,0.000000,0.000000,0.456016
128.000000,6.400000,14.811600,15.083305,0.154546,9.743144,2.334134,0.170509,15.157077,0.000822,-0.041079,0.106951,0.000000,0.000000,0.000000,0.000000,0.394407
129.000000,6.450000,15.320700,15.198329,0.174297,9.559916,2.339482,0.178312,15.157077,0.000822,-0.040370,-0.106608,0.000000,0.000000,0.000000,0.000000,0.337084
130.000000,6.500000,14.875600,15.313678,0.193724,9.379440,2.334151,0.190434,15.314136,0.003290,-0.042133,0.267212,0.000000,0.000000,0.000000,0.000000,0.284702
131.000000,6.550000,15.052100,15.428826,0.212744,9.191503,2.347512,0.209661,15.471161,0.007402,-0.040035,0.158604,0.000000,0.000000,0.000000,0.000000,0.238044
132.000000,6.600000,14.691600,15.544694,0.231493,9.011911,2.355442,0.233736,15.628135,0.013158,-0.023780,0.209121,0.000000,0.000000,0.000000,0.000000,0.197099
133.000000,6.650000,13.784800,15.661012,0.249941,8.904915,2.365898,0.239055,15.628135,0.013158,-0.027360,0.169952,0.000000,0.000000,0.000000,0.000000,0.162250
134.000000,6.700000,13.571300,15.777881,0.268252,8.781256,2.374396,0.247798,15.785039,0.020557,-0.026081,0.065933,0.000000,0.000000,0.000000,0.000000,0.134643
135.000000,6.750000,14.553500,15.895210,0.286376,8.662957,2.377692,0.260980,15.941858,0.029599,-0.028452,-0.005279,0.000000,0.000000,0.000000,0.000000,0.114633
136.000000,6.800000,14.484700,16.012738,0.304283,8.533718,2.377428,0.277603,16.098573,0.040283,-0.031050,0.011072,0.000000,0.000000,0.000000,0.000000,0.102659
137.000000,6.850000,14.423700,16.130293,0.321922,8.392689,2.377982,0.283420,16.098573,0.040283,-0.037375,0.092329,0.000000,0.000000,0.000000,0.000000,0.098878
138.000000,6.900000,14.812000,16.247919,0.339276,8.222865,2.382598,0.286761,16.255168,0.052607,-0.032661,-0.090431,0.000000,0.000000,0.000000,0.000000,0.103260
139.000000,6.950000,14.568600,16.365824,0.356315,8.074191,2.378077,0.293342,16.411625,0.066571,-0.017938,0.107481,0.000000,0.000000,0.000000,0.000000,0.115732
140.000000,7.000000,14.527800,16.483549,0.373015,7.992710,2.383451,0.302836,16.567927,0.082172,-0.024012,0.062495,0.000000,0.000000,0.000000,0.000000,0.136335
141.000000,7.050000,14.415000,16.601564,0.389586,7.883384,2.386576,0.309249,16.567927,0.082172,-0.055777,0.050614,0.000000,0.000000,0.000000,0.000000,0.164790
142.000000,7.100000,14.626900,16.719765,0.405953,7.628885,2.389106,0.306574,16.724057,0.099409,-0.033332,-0.137222,0.000000,0.000000,0.000000,0.000000,0.199922
143.000000,7.150000,13.449300,16.838163,0.421811,7.476742,2.382245,0.306401,16.879998,0.118279,-0.026928,0.274715,0.000000,0.000000,0.000000,0.000000,0.242202
144.000000,7.200000,14.600200,16.956263,0.437311,7.354194,2.395981,0.308925,17.035734,0.138782,-0.019781,0.049214,0.000000,0.000000,0.000000,0.000000,0.290916
145.000000,7.250000,13.403200,17.075076,0.452645,7.263664,2.398442,0.314009,17.191245,0.160915,-0.035529,0.139482,0.000000,0.000000,0.000000,0.000000,0.346161
146.000000,7.300000,14.209100,17.194036,0.467808,7.100847,2.405416,0.306905,17.191245,0.160915,-0.026859,0.105362,0.000000,0.000000,0.000000,0.000000,0.406419
147.000000,7.350000,14.634300,17.313384,0.482675,6.977426,2.410684,0.299836,17.346517,0.184675,-0.014912,-0.081296,0.000000,0.000000,0.000000,0.000000,0.462684
148.000000,7.400000,14.587900,17.433026,0.497317,6.908767,2.406619,0.295313,17.501531,0.210059,-0.043175,-0.001482,0.000000,0.000000,0.000000,0.000000,0.399585
149.000000,7.450000,14.486400,17.552483,0.511792,6.710199,2.406545,0.293677,17.656271,0.237066,-0.009980,0.097341,0.000000,0.000000,0.000000,0.000000,0.347555
150.000000,7.500000,14.351700,17.671986,0.525852,6.664330,2.411412,0.289213,17.656271,0.237066,-0.045352,-0.072045,0.000000,0.000000,0.000000,0.000000,0.294792
151.000000,7.550000,14.480400,17.791742,0.539844,6.455319,2.407810,0.274809,17.810720,0.265691,-0.020271,-0.088132,0.000000,0.000000,0.000000,0.000000,0.255400
152.000000,7.600000,14.465800,17.911369,0.553379,6.362089,2.403403,0.262945,17.964860,0.295932,0.002038,-0.039339,0.000000,0.000000,0.000000,0.000000,0.217844
153.000000,7.650000,14.662900,18.030799,0.566696,6.371445,2.401436,0.254558,18.118675,0.327786,-0.015553,0.083757,0.000000,0.000000,0.000000,0.000000,0.183384
