step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,obs_clear
126.000000,6.300000,29.366800,15.600376,0.179815,5.741273,2.477721,0.168953,15.628135,0.013158,0.006132,-0.123073,0.000000,0.000000,0.000000,0.000000,0.144806
127.000000,6.350000,29.722900,15.723641,0.192208,5.770291,2.471568,0.182302,15.785039,0.020557,0.022889,-0.017768,0.000000,0.000000,0.000000,0.000000,0.099195
128.000000,6.400000,29.964200,15.846593,0.204633,5.878356,2.470679,0.194095,15.785039,0.020557,-0.086911,-0.092424,0.000000,0.000000,0.000000,0.000000,0.061978
129.000000,6.450000,29.524800,15.969477,0.217285,5.467217,2.466058,0.189707,15.941858,0.029599,-0.043028,0.146064,0.000000,0.000000,0.000000,0.000000,0.035980
130.000000,6.500000,29.917600,16.092219,0.229033,5.264436,2.473361,0.188857,16.098573,0.040283,-0.027641,0.191808,0.000000,0.000000,0.000000,0.000000,0.017301
131.000000,6.550000,30.690900,16.215366,0.240379,5.133832,2.482952,0.191944,16.255168,0.052607,0.030115,0.214215,0.000000,0.000000,0.000000,0.000000,0.007467
132.000000,6.600000,30.014600,16.339015,0.251488,5.276685,2.493662,0.198663,16.411625,0.066571,0.033418,-0.008938,0.000000,0.000000,0.000000,0.000000,0.007313
133.000000,6.650000,29.589500,16.463170,0.262955,5.435899,2.493216,0.203036,16.411625,0.066571,0.038260,-0.046581,0.000000,0.000000,0.000000,0.000000,0.018159
134.000000,6.700000,29.979000,16.587270,0.274764,5.618169,2.490887,0.193562,16.567927,0.082172,0.095470,0.070900,0.000000,0.000000,0.000000,0.000000,0.039916
135.000000,6.750000,29.869800,16.711216,0.286957,6.073728,2.494432,0.187988,16.724057,0.099409,0.020967,-0.412493,0.000000,0.000000,0.000000,0.000000,0.073479
136.000000,6.800000,30.178200,16.835238,0.300154,6.173630,2.473807,0.187301,16.879998,0.118279,0.048260,-0.387449,0.000000,0.000000,0.000000,0.000000,0.115985
137.000000,6.850000,29.605300,16.958211,0.313456,6.401816,2.454434,0.191103,17.035734,0.138782,0.049022,0.499245,0.000000,0.000000,0.000000,0.000000,0.167693
138.000000,6.900000,29.247800,17.080167,0.327139,6.631798,2.479397,0.193527,17.035734,0.138782,-0.060643,0.201073,0.000000,0.000000,0.000000,0.000000,0.227250
139.000000,6.950000,29.368000,17.203307,0.341456,6.344283,2.489450,0.180944,17.191245,0.160915,0.135196,-0.275539,0.000000,0.000000,0.000000,0.000000,0.290142
140.000000,7.000000,29.280400,17.327018,0.355211,6.991017,2.475673,0.171647,17.346517,0.184675,0.104137,-0.355766,0.000000,0.000000,0.000000,0.000000,0.359322
141.000000,7.050000,30.487400,17.449881,0.370277,7.485183,2.457885,0.168337,17.501531,0.210059,0.045476,-0.220605,0.000000,0.000000,0.000000,0.000000,0.266924
142.000000,7.100000,29.698500,17.571728,0.386286,7.698804,2.446855,0.171506,17.656271,0.237066,-0.056414,-0.143739,0.000000,0.000000,0.000000,0.000000,0.193277
143.000000,7.150000,28.983600,17.692968,0.402676,7.434895,2.439668,0.169627,17.656271,0.237066,-0.026625,-0.212738,0.000000,0.000000,0.000000,0.000000,0.147159
144.000000,7.200000,29.464000,17.813926,0.418461,7.310811,2.429031,0.152803,17.810720,0.265691,-0.073648,0.085486,0.000000,0.000000,0.000000,0.000000,0.102114
145.000000,7.250000,30.782400,17.934390,0.433915,6.968531,2.433305,0.141307,17.964860,0.295932,-0.086262,0.000494,0.000000,0.000000,0.000000,0.000000,0.074192
146.000000,7.300000,29.446100,18.055156,0.448676,6.566652,2.433330,0.136562,18.118675,0.327786,-0.065782,1.265492,0.000000,0.000000,0.000000,0.000000,0.056308
147.000000,7.350000,29.226700,18.176025,0.462590,6.260499,2.496605,0.139678,18.272149,0.361249,-0.190524,-0.130006,0.000000,0.000000,0.000000,0.000000,0.042152
148.000000,7.400000,30.100600,18.300110,0.476203,5.340894,2.490104,0.118306,18.272149,0.361249,-0.077042,-0.332983,0.000000,0.000000,0.000000,0.000000,0.061028
149.000000,7.450000,29.605500,18.424075,0.487792,4.973774,2.473455,0.091483,18.425263,0.396316,0.134269,0.254215,0.000000,0.000000,0.000000,0.000000,0.064063
150.000000,7.500000,29.960500,18.547282,0.498514,5.611896,2.486166,0.072372,18.578002,0.432986,0.055829,-0.014902,0.000000,0.000000,0.000000,0.000000,0.036236
151.000000,7.550000,29.711300,18.670995,0.510670,5.877261,2.485421,0.071250,18.730348,0.471253,0.211864,0.085019,0.000000,0.000000,0.000000,0.000000,0.035564
152.000000,7.600000,29.724700,18.794613,0.523395,6.898262,2.489672,0.082757,18.730348,0.471253,0.247126,-0.138483,0.000000,0.000000,0.000000,0.000000,0.020139
153.000000,7.650000,29.328900,18.918195,0.538347,8.097850,2.482748,0.045068,18.882286,0.511113,0.244451,0.042739,0.000000,0.000000,0.000000,0.000000,0.016001
154.000000,7.700000,29.439900,19.041095,0.555833,9.280617,2.484884,0.007997,19.033797,0.552561,0.244443,0.209359,0.000000,0.000000,0.000000,0.000000,0.030576
155.000000,7.750000,31.143600,19.163712,0.575870,10.464363,2.495352,0.028923,19.184867,0.595595,0.241417,-0.009681,0.000000,0.000000,0.000000,0.000000,0.062853
