step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz
413,18.894,14.2078,30.722,16.889,95.07,2.374,0.838,29.901,16.724,0.1078,0.0490,0.031,0.000,0.197,0.013
414,18.934,14.3952,30.703,16.982,95.45,2.381,0.827,29.882,16.880,0.0933,-0.1264,0.016,0.000,0.197,-0.007
415,18.974,16.2058,30.684,17.075,95.83,2.375,0.823,29.861,17.036,0.0856,-0.0702,0.021,0.000,0.197,-0.018
416,19.015,14.1654,30.664,17.169,96.21,2.374,0.813,29.861,17.036,0.1118,0.0933,0.035,0.000,0.197,0.004
417,19.055,14.6540,30.643,17.262,96.57,2.364,0.807,29.839,17.191,0.1044,0.0324,0.030,0.000,0.197,0.033
418,19.114,21.9666,30.623,17.355,96.90,2.358,0.801,29.839,17.191,0.1004,-0.1741,0.012,0.000,0.197,0.006
419,19.155,14.6654,30.591,17.494,97.39,2.354,0.790,29.815,17.347,0.1135,-0.0312,0.024,0.000,0.197,0.017
420,19.195,15.7166,30.569,17.586,97.74,2.364,0.784,29.790,17.502,0.0956,0.1554,0.040,0.000,0.197,-0.004
421,19.255,28.4453,30.546,17.678,98.14,2.351,0.776,29.790,17.502,0.0969,0.2931,0.053,0.000,0.197,-0.029
422,19.295,16.5398,30.511,17.815,98.72,2.365,0.764,29.763,17.656,0.0855,-0.0144,0.026,0.000,0.196,-0.008
423,19.333,14.5699,30.486,17.907,99.08,2.376,0.758,29.734,17.811,0.1000,-0.1023,0.018,0.000,0.197,-0.003
424,19.374,17.2869,30.462,17.999,99.42,2.391,0.751,29.734,17.811,0.1015,-0.3098,0.000,0.000,0.197,0.005
425,19.414,14.4712,30.436,18.092,99.76,2.394,0.743,29.704,17.965,0.0916,-0.0480,0.022,0.000,0.197,0.013
426,19.456,14.6009,30.411,18.184,100.10,2.364,0.740,29.704,17.965,0.0933,-0.0721,0.020,0.000,0.197,0.004
427,19.494,14.7677,30.384,18.275,100.45,2.337,0.729,29.672,18.119,0.0827,0.0070,0.027,0.000,0.197,-0.013
428,19.554,20.1231,30.358,18.365,100.81,2.328,0.725,29.639,18.272,0.0883,-0.1117,0.017,0.000,0.197,-0.025
429,19.595,14.2436,30.318,18.499,101.31,2.330,0.716,29.639,18.272,0.1000,0.0490,0.031,0.000,0.197,-0.020
430,19.635,14.9163,30.291,18.588,101.61,2.320,0.706,29.604,18.425,0.0713,-0.0280,0.024,0.000,0.197,-0.008
431,19.693,24.9254,30.264,18.677,101.91,2.300,0.704,29.567,18.578,0.0902,-0.1024,0.017,0.000,0.197,0.022
432,19.733,14.7881,30.222,18.810,102.40,2.309,0.695,29.567,18.578,0.0812,0.0321,0.029,0.000,0.197,0.017
433,19.774,14.9596,30.195,18.897,102.70,2.305,0.686,29.529,18.730,0.0851,0.0306,0.029,0.000,0.197,0.034
434,19.814,15.2871,30.166,18.985,102.99,2.300,0.685,29.489,18.882,0.0845,0.1184,0.037,0.000,0.197,-0.005
435,19.875,25.6673,30.137,19.073,103.28,2.291,0.676,29.489,18.882,0.0834,0.1207,0.037,0.000,0.197,-0.021
436,19.934,28.5295,30.093,19.204,103.73,2.312,0.668,29.447,19.034,0.0874,-0.1380,0.014,0.000,0.197,-0.009
437,19.974,14.4609,30.047,19.336,104.19,2.334,0.661,29.404,19.185,0.1000,0.0965,0.035,0.000,0.197,0.004
438,20.014,15.9711,30.016,19.425,104.50,2.330,0.657,29.404,19.185,0.0907,0.1737,0.042,0.000,0.198,-0.017
439,20.055,15.2389,29.984,19.513,104.81,2.332,0.649,29.360,19.335,0.0820,-0.1681,0.012,0.000,0.198,-0.021
440,20.095,15.6909,29.951,19.601,105.13,2.336,0.648,29.314,19.486,0.0791,-0.0261,0.024,0.000,0.198,0.027
441,20.134,14.9640,29.918,19.688,105.46,2.344,0.638,29.314,19.486,0.0703,0.1284,0.038,0.000,0.197,0.018
442,20.175,16.2463,29.885,19.775,105.79,2.339,0.635,29.266,19.635,0.0843,0.1826,0.043,0.000,0.198,-0.020
443,20.214,14.4060,29.852,19.863,106.08,2.326,0.628,29.266,19.635,0.0913,-0.0399,0.023,0.000,0.198,-0.011
444,20.255,14.6819,29.818,19.950,106.33,2.337,0.624,29.217,19.784,0.0769,0.0934,0.035,0.000,0.198,0.040
445,20.295,15.9837,29.784,20.038,106.60,2.357,0.622,29.217,19.784,0.0817,0.0597,0.032,0.000,0.198,0.012
446,20.334,14.5919,29.749,20.126,106.89,2.366,0.615,29.166,19.933,0.0888,0.0274,0.030,0.000,0.198,-0.024
447,20.373,14.3367,29.714,20.214,107.18,2.367,0.616,29.113,20.081,0.0841,-0.0432,0.023,0.000,0.198,-0.017
448,20.415,15.8821,29.678,20.303,107.49,2.365,0.607,29.113,20.081,0.0944,-0.0409,0.024,0.000,0.198,0.031
449,20.454,14.6251,29.642,20.389,107.80,2.376,0.604,29.059,20.229,0.0905,0.0520,0.032,0.000,0.197,-0.002
450,20.494,15.0400,29.604,20.477,108.13,2.361,0.599,29.059,20.229,0.0945,-0.0356,0.024,0.000,0.197,-0.026
451,20.534,14.5298,29.566,20.564,108.45,2.363,0.593,29.004,20.376,0.0873,-0.0852,0.020,0.000,0.198,-0.025
452,20.595,36.1985,29.527,20.650,108.78,2.361,0.591,29.004,20.376,0.0931,-0.1116,0.017,0.000,0.197,0.008
453,20.635,14.0364,29.468,20.779,109.30,2.358,0.582,28.947,20.522,0.0986,-0.0451,0.023,0.000,0.197,-0.021
454,20.695,21.2575,29.428,20.865,109.62,2.329,0.575,28.888,20.668,0.1009,0.0260,0.029,0.000,0.197,0.021
455,20.735,15.5371,29.368,20.991,110.12,2.326,0.568,28.828,20.813,0.0709,0.1655,0.042,0.000,0.197,-0.022
456,20.794,21.5371,29.326,21.075,110.46,2.319,0.563,28.828,20.813,0.0792,-0.0995,0.018,0.000,0.197,0.039
457,20.834,14.3315,29.263,21.201,111.01,2.342,0.554,28.766,20.957,0.0837,0.1174,0.037,0.000,0.197,0.031
458,20.876,14.0488,29.222,21.286,111.35,2.352,0.550,28.703,21.101,0.0921,0.0183,0.029,0.000,0.197,0.047
459,20.934,21.4367,29.179,21.370,111.65,2.352,0.547,28.703,21.101,0.0848,-0.0716,0.021,0.000,0.197,-0.014
460,20.975,15.6111,29.115,21.496,112.08,2.355,0.538,28.639,21.244,0.0720,-0.1014,0.018,0.000,0.197,0.005
461,21.035,18.9654,29.071,21.578,112.40,2.350,0.535,28.572,21.387,0.0805,0.0628,0.032,0.000,0.197,-0.024
462,21.094,26.2945,29.006,21.703,112.90,2.337,0.531,28.505,21.528,0.0900,-0.0638,0.021,0.000,0.198,0.003
463,21.134,15.0906,28.941,21.827,113.31,2.324,0.529,28.505,21.528,0.0922,0.1338,0.039,0.000,0.198,0.020
464,21.175,14.9255,28.897,21.910,113.56,2.325,0.520,28.436,21.670,0.0875,0.0432,0.031,0.000,0.198,-0.016
465,21.215,15.3689,28.852,21.992,113.85,2.336,0.520,28.365,21.810,0.0770,0.1488,0.040,0.000,0.198,-0.036
466,21.275,24.7776,28.806,22.074,114.17,2.343,0.514,28.365,21.810,0.0769,-0.0981,0.019,0.000,0.198,0.014
467,21.334,21.1850,28.736,22.197,114.67,2.359,0.507,28.293,21.949,0.0773,0.1026,0.036,0.000,0.198,-0.013
468,21.376,15.2528,28.665,22.321,115.10,2.360,0.503,28.220,22.088,0.0869,-0.1309,0.016,0.000,0.198,-0.045
469,21.414,14.6209,28.618,22.403,115.37,2.351,0.505,28.145,22.226,0.0766,0.1562,0.041,0.000,0.199,0.011
470,21.475,19.8274,28.570,22.485,115.65,2.351,0.498,28.145,22.226,0.0904,-0.2103,0.009,0.000,0.198,0.046
471,21.534,26.0593,28.498,22.607,116.10,2.362,0.493,28.068,22.364,0.0642,0.1125,0.037,0.000,0.198,0.042
472,21.574,14.6946,28.424,22.728,116.54,2.352,0.490,27.990,22.500,0.0924,0.0251,0.029,0.000,0.198,-0.004
473,21.614,15.8218,28.375,22.808,116.84,2.344,0.493,27.990,22.500,0.0815,-0.0206,0.025,0.000,0.198,0.042
474,21.674,20.3864,28.325,22.888,117.13,2.350,0.485,27.911,22.636,0.0899,0.1394,0.040,0.000,0.198,0.002
475,21.714,14.5474,28.251,23.007,117.55,2.349,0.482,27.830,22.770,0.0804,0.0383,0.031,0.000,0.198,0.026
476,21.755,14.2309,28.199,23.087,117.84,2.357,0.486,27.830,22.770,0.0851,-0.1805,0.011,0.000,0.197,-0.015
477,21.795,15.0206,28.148,23.166,118.16,2.368,0.478,27.748,22.904,0.0658,0.2423,0.049,0.000,0.198,-0.025
478,21.835,15.8169,28.096,23.246,118.47,2.360,0.479,27.665,23.037,0.0967,0.1676,0.042,0.000,0.198,-0.000
479,21.894,21.2060,28.043,23.324,118.77,2.356,0.475,27.665,23.037,0.0938,-0.0140,0.026,0.000,0.198,0.046
480,21.935,19.5211,27.964,23.443,119.20,2.381,0.471,27.580,23.170,0.0816,-0.0981,0.019,0.000,0.198,0.022
481,21.974,14.8811,27.910,23.523,119.49,2.400,0.471,27.494,23.301,0.0724,-0.1621,0.013,0.000,0.198,0.045
482,22.015,15.4147,27.855,23.602,119.81,2.406,0.470,27.494,23.301,0.0731,0.0745,0.034,0.000,0.197,-0.014
483,22.075,22.1146,27.800,23.680,120.13,2.377,0.466,27.406,23.431,0.0800,0.0213,0.029,0.000,0.198,-0.046
484,22.134,31.2870,27.719,23.796,120.56,2.371,0.466,27.317,23.561,0.0764,0.0624,0.033,0.000,0.198,-0.037
485,22.175,16.1856,27.636,23.913,120.95,2.384,0.466,27.227,23.689,0.0584,-0.0537,0.023,0.000,0.198,-0.002
486,22.214,16.1229,27.580,23.990,121.23,2.381,0.464,27.227,23.689,0.1010,-0.0401,0.024,0.000,0.198,-0.042
487,22.254,14.4716,27.524,24.068,121.51,2.388,0.463,27.135,23.817,0.0884,-0.1068,0.018,0.000,0.198,0.001
488,22.295,16.0686,27.468,24.146,121.80,2.379,0.468,27.135,23.817,0.0774,-0.1492,0.014,0.000,0.198,0.039
489,22.335,15.3748,27.411,24.222,122.06,2.369,0.463,27.042,23.943,0.0906,0.0629,0.033,0.000,0.198,0.008
490,22.375,15.2941,27.354,24.298,122.33,2.353,0.467,26.948,24.069,0.1078,-0.0408,0.024,0.000,0.198,-0.027
491,22.436,21.2744,27.297,24.373,122.62,2.354,0.463,26.948,24.069,0.0814,-0.0775,0.020,0.000,0.198,-0.033
492,22.494,26.3910,27.210,24.485,123.09,2.350,0.462,26.852,24.194,0.0785,-0.0817,0.020,0.000,0.197,-0.044
493,22.534,14.5416,27.122,24.596,123.58,2.348,0.460,26.755,24.317,0.0890,-0.0024,0.027,0.000,0.197,-0.005
494,22.575,14.7576,27.063,24.669,123.89,2.333,0.466,26.657,24.440,0.0847,0.0093,0.028,0.000,0.198,-0.037
495,22.614,15.7397,27.004,24.741,124.18,2.317,0.460,26.657,24.440,0.0796,-0.0454,0.023,0.000,0.198,0.004
496,22.656,14.6629,26.946,24.813,124.46,2.323,0.462,26.558,24.561,0.0982,0.0402,0.030,0.000,0.197,0.050
497,22.695,15.3084,26.886,24.884,124.77,2.333,0.461,26.558,24.561,0.0943,-0.4548,0.000,0.013,0.197,-0.008
498,22.735,14.7079,26.827,24.956,125.06,2.318,0.460,26.457,24.682,0.0961,-0.1653,0.012,0.000,0.198,-0.048
499,22.775,18.5316,26.767,25.027,125.36,2.305,0.464,26.457,24.682,0.0953,0.0262,0.029,0.000,0.198,0.001
500,22.836,16.7822,26.706,25.096,125.69,2.280,0.459,26.355,24.801,0.0922,0.1089,0.036,0.000,0.197,0.028
501,22.894,23.1413,26.615,25.198,126.19,2.261,0.458,26.252,24.920,0.0925,-0.0524,0.022,0.000,0.197,0.035
502,22.934,14.6980,26.524,25.300,126.70,2.279,0.459,26.147,25.037,0.0833,0.1315,0.038,0.000,0.197,0.014
503,22.974,15.1415,26.462,25.367,127.03,2.279,0.456,26.147,25.037,0.0926,-0.0467,0.022,0.000,0.197,0.034
504,23.014,14.2089,26.399,25.435,127.35,2.293,0.455,26.041,25.153,0.0825,0.0949,0.035,0.000,0.197,0.001
505,23.076,20.4910,26.337,25.502,127.67,2.296,0.457,26.041,25.153,0.0939,0.0100,0.027,0.000,0.198,-0.022
506,23.115,14.8903,26.242,25.603,128.13,2.303,0.455,25.935,25.268,0.0963,-0.0591,0.021,0.000,0.198,-0.021
507,23.174,30.5837,26.179,25.670,128.43,2.304,0.455,25.826,25.382,0.0956,-0.0176,0.025,0.000,0.198,-0.018
508,23.214,15.2249,26.082,25.770,128.90,2.291,0.457,25.717,25.495,0.0861,-0.0755,0.020,0.000,0.198,-0.037
509,23.274,18.4260,26.017,25.836,129.23,2.290,0.454,25.717,25.495,0.0738,-0.0246,0.024,0.000,0.198,-0.003
510,23.315,17.7872,25.920,25.933,129.75,2.276,0.452,25.607,25.607,0.0945,-0.0900,0.018,0.000,0.198,-0.008
511,23.373,22.0917,25.856,25.997,130.07,2.277,0.457,25.495,25.717,0.0968,0.1424,0.039,0.000,0.198,0.044
512,23.414,16.7375,25.759,26.093,130.48,2.260,0.459,25.495,25.717,0.0847,0.1330,0.038,0.000,0.198,0.022
513,23.475,19.2534,25.694,26.156,130.75,2.253,0.454,25.382,25.826,0.0654,0.1506,0.040,0.000,0.197,0.020
514,23.515,16.0827,25.595,26.251,131.22,2.283,0.455,25.268,25.935,0.0847,-0.1125,0.017,0.000,0.198,0.031
515,23.576,26.0116,25.528,26.315,131.53,2.305,0.461,25.268,25.935,0.0935,0.1342,0.039,0.000,0.198,0.007
516,23.615,14.7735,25.428,26.410,131.96,2.300,0.460,25.153,26.041,0.0968,0.1628,0.041,0.000,0.198,0.006
517,23.655,17.2406,25.360,26.473,132.23,2.302,0.459,25.037,26.147,0.1095,0.0548,0.032,0.000,0.198,-0.024
518,23.695,16.6845,25.292,26.535,132.53,2.308,0.464,25.037,26.147,0.0702,-0.0404,0.023,0.000,0.198,-0.017
519,23.754,18.2057,25.222,26.597,132.86,2.321,0.460,24.920,26.252,0.0917,-0.0299,0.024,0.000,0.198,0.011
520,23.795,14.9858,25.117,26.691,133.38,2.326,0.461,24.801,26.355,0.1063,-0.1426,0.014,0.000,0.198,0.002
521,23.835,16.4250,25.047,26.752,133.70,2.319,0.467,24.801,26.355,0.0857,-0.0332,0.024,0.000,0.198,0.039
522,23.875,16.9560,24.977,26.813,134.00,2.312,0.462,24.682,26.457,0.0947,-0.0768,0.020,0.000,0.198,-0.004
523,23.936,29.4318,24.906,26.873,134.29,2.293,0.467,24.561,26.558,0.0860,-0.2116,0.008,0.000,0.198,-0.035
524,23.974,17.9734,24.801,26.961,134.77,2.282,0.470,24.561,26.558,0.0993,-0.0470,0.022,0.000,0.197,-0.019
525,24.015,16.8900,24.731,27.020,135.10,2.269,0.465,24.440,26.657,0.1020,-0.0062,0.026,0.000,0.198,-0.020
526,24.055,14.3217,24.660,27.077,135.43,2.257,0.470,24.317,26.755,0.0808,-0.0553,0.021,0.000,0.197,0.012
527,24.095,17.4560,24.590,27.134,135.73,2.237,0.467,24.317,26.755,0.1019,0.0309,0.029,0.000,0.197,0.008
528,24.134,15.7592,24.519,27.190,136.05,2.250,0.469,24.194,26.852,0.0858,-0.1181,0.016,0.000,0.197,-0.010
529,24.194,25.5775,24.449,27.246,136.38,2.248,0.469,24.194,26.852,0.0698,0.1271,0.037,0.000,0.197,-0.009
530,24.236,19.6461,24.342,27.329,136.85,2.237,0.469,24.069,26.948,0.0905,0.0274,0.029,0.000,0.197,-0.007
531,24.274,16.1599,24.271,27.384,137.15,2.228,0.474,23.943,27.042,0.0713,-0.0217,0.024,0.000,0.197,0.004
532,24.315,17.1467,24.200,27.440,137.42,2.240,0.473,23.943,27.042,0.0923,0.0947,0.035,0.000,0.197,0.018
533,24.356,16.6121,24.129,27.494,137.69,2.249,0.476,23.817,27.135,0.0841,0.0133,0.028,0.000,0.198,0.006
534,24.415,23.9112,24.058,27.549,137.96,2.243,0.479,23.817,27.135,0.0982,-0.0114,0.025,0.000,0.198,-0.010
535,24.474,19.0704,23.950,27.631,138.35,2.244,0.481,23.689,27.227,0.0913,-0.0114,0.025,0.000,0.198,-0.012
536,24.515,14.3419,23.840,27.712,138.79,2.247,0.483,23.561,27.317,0.0810,0.2489,0.048,0.000,0.198,-0.015
537,24.574,32.5149,23.767,27.764,139.12,2.257,0.491,23.431,27.406,0.0773,0.1052,0.036,0.000,0.198,-0.002
538,24.614,15.5273,23.656,27.842,139.61,2.275,0.491,23.431,27.406,0.0946,0.0259,0.029,0.000,0.198,-0.001
539,24.675,24.0145,23.581,27.895,139.90,2.294,0.490,23.301,27.494,0.0984,0.1600,0.041,0.000,0.198,0.025
540,24.715,15.6077,23.467,27.975,140.31,2.315,0.495,23.170,27.580,0.0857,0.0371,0.030,0.000,0.199,0.007
541,24.755,14.9382,23.391,28.027,140.60,2.301,0.499,23.170,27.580,0.0931,-0.2158,0.008,0.000,0.198,0.006
542,24.795,15.8639,23.313,28.080,140.91,2.332,0.498,23.037,27.665,0.0990,0.0656,0.033,0.000,0.198,0.002
543,24.834,15.5068,23.236,28.131,141.26,2.324,0.506,22.904,27.748,0.1008,-0.1061,0.018,0.000,0.198,-0.018
544,24.895,19.7124,23.158,28.182,141.59,2.302,0.502,22.904,27.748,0.0870,-0.0948,0.018,0.000,0.198,-0.017
545,24.934,15.2326,23.040,28.256,142.09,2.287,0.504,22.770,27.830,0.0842,0.0518,0.031,0.000,0.197,-0.018
546,24.974,15.0379,22.962,28.305,142.44,2.281,0.511,22.636,27.911,0.0782,-0.0882,0.019,0.000,0.197,-0.001
547,25.014,14.3712,22.884,28.353,142.79,2.286,0.507,22.636,27.911,0.0943,0.0373,0.030,0.000,0.197,0.021
548,25.055,14.7127,22.807,28.401,143.10,2.278,0.513,22.500,27.990,0.0906,-0.0852,0.019,0.000,0.197,0.011
549,25.115,25.1317,22.730,28.449,143.38,2.273,0.513,22.500,27.990,0.0886,0.0840,0.034,0.000,0.197,-0.027
550,25.174,26.8327,22.613,28.520,143.79,2.261,0.516,22.364,28.068,0.1043,0.0484,0.031,0.000,0.197,-0.020
551,25.215,16.3684,22.495,28.589,144.27,2.273,0.520,22.226,28.145,0.1012,0.0117,0.028,0.000,0.197,-0.004
552,25.275,26.6366,22.416,28.635,144.61,2.288,0.526,22.226,28.145,0.0972,0.0025,0.027,0.000,0.197,-0.026
553,25.315,16.2966,22.296,28.703,145.11,2.287,0.526,22.088,28.220,0.0926,0.0309,0.030,0.000,0.197,-0.012
554,25.374,26.3189,22.215,28.747,145.46,2.283,0.526,21.949,28.293,0.0885,-0.0486,0.022,0.000,0.197,-0.010
555,25.435,19.7466,22.094,28.813,145.99,2.286,0.530,21.810,28.365,0.1137,-0.0442,0.023,0.000,0.197,-0.011
556,25.494,28.2574,21.973,28.878,146.48,2.283,0.536,21.670,28.436,0.0978,0.0569,0.032,0.000,0.197,-0.006
557,25.555,22.0830,21.851,28.941,146.95,2.270,0.537,21.670,28.436,0.0984,0.0855,0.034,0.000,0.197,-0.004
558,25.595,15.8160,21.730,29.003,147.45,2.277,0.537,21.528,28.505,0.0970,-0.0973,0.018,0.000,0.197,0.010
559,25.634,14.1281,21.648,29.044,147.81,2.285,0.539,21.387,28.572,0.1089,0.0637,0.032,0.000,0.197,-0.023
560,25.675,16.2716,21.565,29.084,148.17,2.291,0.542,21.387,28.572,0.1146,-0.1918,0.010,0.000,0.197,-0.014
561,25.714,16.2682,21.482,29.124,148.51,2.277,0.541,21.244,28.639,0.0961,0.0767,0.033,0.000,0.197,0.026
562,25.755,18.5646,21.399,29.163,148.87,2.269,0.547,21.244,28.639,0.0896,-0.0116,0.026,0.000,0.196,0.013
563,25.814,23.2112,21.316,29.201,149.25,2.272,0.542,21.101,28.703,0.0968,0.0012,0.027,0.000,0.197,-0.021
564,25.876,25.6955,21.191,29.258,149.80,2.277,0.544,20.957,28.766,0.0926,-0.0754,0.020,0.000,0.197,-0.000
565,25.915,14.7118,21.067,29.314,150.27,2.275,0.548,20.813,28.828,0.0924,0.1185,0.037,0.000,0.197,0.003
566,25.956,18.3911,20.984,29.350,150.60,2.260,0.550,20.813,28.828,0.1052,-0.0620,0.021,0.000,0.197,-0.017
567,25.995,14.8565,20.900,29.387,150.92,2.261,0.551,20.668,28.888,0.0944,0.0461,0.031,0.000,0.197,-0.016
568,26.054,26.6721,20.817,29.423,151.26,2.269,0.555,20.668,28.888,0.0925,-0.0986,0.018,0.000,0.197,0.023
569,26.095,15.2044,20.690,29.476,151.77,2.268,0.555,20.522,28.947,0.1063,-0.0412,0.023,0.000,0.197,0.012
570,26.136,15.0551,20.606,29.510,152.10,2.265,0.557,20.376,29.004,0.0974,-0.1295,0.015,0.000,0.197,0.028
571,26.175,14.5590,20.522,29.545,152.43,2.254,0.560,20.376,29.004,0.0986,-0.0636,0.021,0.000,0.197,-0.019
572,26.215,16.5453,20.439,29.577,152.76,2.254,0.559,20.229,29.059,0.0963,0.1423,0.039,0.000,0.197,-0.035
573,26.255,15.0095,20.355,29.609,153.10,2.230,0.564,20.229,29.059,0.0843,-0.1231,0.016,0.000,0.197,0.027
574,26.294,14.3219,20.270,29.641,153.46,2.237,0.561,20.081,29.113,0.1029,0.1235,0.037,0.000,0.196,0.023
575,26.355,24.3370,20.186,29.673,153.81,2.246,0.567,19.933,29.166,0.0862,0.0700,0.033,0.000,0.197,-0.026
576,26.414,18.1552,20.059,29.720,154.29,2.253,0.568,19.933,29.166,0.0857,-0.0666,0.021,0.000,0.197,-0.015
577,26.454,16.2825,19.931,29.766,154.77,2.268,0.569,19.784,29.217,0.1023,0.0899,0.034,0.000,0.197,0.010
578,26.495,16.4594,19.846,29.797,155.08,2.264,0.571,19.635,29.266,0.1021,0.0575,0.032,0.000,0.198,-0.031
579,26.535,14.9190,19.760,29.827,155.38,2.261,0.575,19.635,29.266,0.1105,0.1800,0.043,0.000,0.198,0.004
580,26.574,15.1916,19.674,29.857,155.70,2.271,0.575,19.486,29.314,0.0887,-0.0385,0.023,0.000,0.198,0.025
581,26.614,14.6787,19.587,29.886,156.03,2.285,0.581,19.486,29.314,0.1009,0.0303,0.030,0.000,0.197,-0.010
582,26.655,14.2713,19.500,29.914,156.39,2.292,0.578,19.335,29.360,0.1045,-0.1144,0.017,0.000,0.197,-0.027
583,26.694,15.4940,19.412,29.942,156.74,2.298,0.583,19.185,29.404,0.0985,-0.2982,0.000,0.000,0.198,0.001
584,26.755,21.5455,19.324,29.969,157.08,2.284,0.582,19.185,29.404,0.0889,0.0087,0.027,0.000,0.197,0.036
585,26.796,17.9238,19.193,30.008,157.60,2.242,0.583,19.034,29.447,0.1005,0.0094,0.027,0.000,0.197,0.030
586,26.854,25.3611,19.107,30.033,157.95,2.230,0.589,18.882,29.489,0.1133,0.1682,0.041,0.000,0.197,0.022
587,26.894,18.4810,18.978,30.070,158.44,2.220,0.589,18.882,29.489,0.0950,0.0891,0.034,0.000,0.197,0.039
588,26.934,15.1339,18.892,30.094,158.77,2.239,0.588,18.730,29.529,0.1130,-0.0773,0.020,0.000,0.196,-0.036
589,26.994,21.7126,18.805,30.117,159.11,2.252,0.593,18.730,29.529,0.1027,0.1599,0.041,0.000,0.197,-0.028
590,27.054,22.4454,18.673,30.152,159.65,2.251,0.593,18.578,29.567,0.1158,-0.1649,0.012,0.000,0.197,-0.041
591,27.114,18.8313,18.541,30.184,160.19,2.261,0.592,18.425,29.604,0.0937,-0.0709,0.020,0.000,0.197,-0.028
592,27.174,22.4573,18.408,30.216,160.74,2.256,0.593,18.272,29.639,0.1106,-0.0216,0.025,0.000,0.197,-0.015
593,27.215,14.1363,18.276,30.245,161.31,2.241,0.594,18.119,29.672,0.0957,0.0286,0.029,0.000,0.197,0.018
594,27.254,14.2411,18.188,30.264,161.67,2.229,0.596,18.119,29.672,0.0926,-0.0820,0.019,0.000,0.197,-0.029
595,27.294,14.7483,18.100,30.283,162.00,2.223,0.595,17.965,29.704,0.1067,0.1927,0.044,0.000,0.198,-0.014
596,27.334,15.6697,18.014,30.302,162.32,2.226,0.600,17.965,29.704,0.1102,0.1185,0.037,0.000,0.197,0.044
597,27.375,14.9364,17.926,30.320,162.65,2.238,0.597,17.811,29.734,0.0969,-0.0918,0.019,0.000,0.197,-0.006
598,27.413,14.8909,17.838,30.337,162.98,2.248,0.602,17.656,29.763,0.1061,-0.1245,0.016,0.000,0.197,-0.043
599,27.475,18.9331,17.749,30.355,163.33,2.255,0.599,17.656,29.763,0.1074,0.0290,0.029,0.000,0.198,0.016
600,27.535,20.1217,17.615,30.379,163.87,2.235,0.600,17.502,29.790,0.1014,-0.0550,0.022,0.000,0.198,-0.001
601,27.574,15.2308,17.483,30.401,164.41,2.230,0.601,17.347,29.815,0.0998,-0.0819,0.019,0.000,0.197,-0.020
602,27.637,21.9222,17.394,30.415,164.80,2.224,0.602,17.347,29.815,0.0891,0.0796,0.033,0.000,0.197,0.022
603,27.675,14.3132,17.262,30.435,165.34,2.216,0.600,17.191,29.839,0.1036,-0.0502,0.022,0.000,0.197,0.007
604,27.734,27.5782,17.173,30.448,165.68,2.216,0.603,17.036,29.861,0.0851,0.0349,0.030,0.000,0.197,0.036
605,27.776,15.1083,17.041,30.468,166.17,2.205,0.606,17.036,29.861,0.0961,0.0170,0.028,0.000,0.198,0.027
606,27.834,19.9938,16.953,30.480,166.49,2.225,0.603,16.880,29.882,0.0733,0.3066,0.054,0.000,0.197,0.013
607,27.875,15.4582,16.821,30.498,166.97,2.225,0.605,16.724,29.901,0.0956,0.0781,0.034,0.000,0.197,0.022
608,27.916,15.2259,16.733,30.509,167.29,2.242,0.609,16.724,29.901,0.1179,-0.0152,0.026,0.000,0.197,-0.030
609,27.975,27.2882,16.643,30.521,167.60,2.260,0.607,16.568,29.918,0.1038,-0.0625,0.021,0.000,0.198,-0.004
610,28.015,14.4219,16.508,30.537,168.06,2.261,0.611,16.412,29.933,0.0993,0.1470,0.040,0.000,0.198,-0.023
611,28.075,20.7216,16.417,30.546,168.41,2.263,0.612,16.412,29.933,0.1007,-0.0434,0.023,0.000,0.198,0.023
612,28.135,25.1354,16.281,30.558,168.96,2.276,0.611,16.255,29.947,0.1043,0.0631,0.033,0.000,0.198,0.016
613,28.175,14.1939,16.144,30.569,169.50,2.287,0.611,16.099,29.960,0.0688,0.2615,0.050,0.000,0.198,-0.013
614,28.235,22.8994,16.052,30.576,169.86,2.274,0.615,15.942,29.970,0.0836,0.3194,0.056,0.000,0.198,0.026
615,28.275,14.1997,15.914,30.585,170.41,2.308,0.615,15.942,29.970,0.1080,-0.0236,0.026,0.000,0.198,0.008
616,28.335,22.3092,15.821,30.592,170.74,2.338,0.613,15.785,29.979,0.1156,-0.0429,0.024,0.000,0.198,0.036
617,28.373,15.3373,15.679,30.601,171.20,2.358,0.616,15.628,29.987,0.0894,0.2001,0.045,0.000,0.199,0.015
618,28.415,15.8415,15.586,30.606,171.52,2.359,0.620,15.628,29.987,0.1113,-0.0858,0.020,0.000,0.198,0.035
619,28.454,15.5216,15.491,30.610,171.87,2.370,0.618,15.471,29.993,0.0960,0.1236,0.039,0.000,0.198,-0.025
620,28.495,17.7500,15.396,30.614,172.23,2.367,0.623,15.314,29.997,0.1052,0.1020,0.037,0.000,0.198,-0.047
621,28.534,15.9393,15.301,30.618,172.58,2.377,0.621,15.314,29.997,0.0923,-0.0360,0.025,0.000,0.198,0.011
622,28.575,15.0482,15.205,30.620,172.94,2.384,0.622,15.157,29.999,0.0785,0.0190,0.030,0.000,0.197,0.033
623,28.614,16.5286,15.109,30.621,173.30,2.392,0.624,15.157,29.999,0.0696,0.0815,0.035,0.000,0.197,-0.011
